,Movie Name,Year of Release,Genre,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross,Description
919,Paan Singh Tomar,(2012),"Action, Biography, Crime            ",135 min,8.2,-,"34,301",$0.04M,"The story of Paan Singh Tomar, an Indian athlete and seven-time national steeplechase champion who becomes one of the most feared dacoits in Chambal Valley after his retirement."
920,Fiendeland,(2005),"Drama, History, Music            ",116 min,7.7,70        ,"28,321",$1.05M,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life."
921,Black,(2005),Drama            ,122 min,8.2,-,"33,833",$0.73M,"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world."
922,Nine Queens,(2000),"Crime, Drama, Thriller            ",114 min,7.9,80        ,"50,688",$1.22M,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
923,Kai po che!,(2013),"Drama, Sport            ",130 min,7.8,40        ,"34,231",$1.12M,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.
924,Död och pina,(1975),"Comedy, War            ",85 min,7.7,89        ,"36,778",-,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon."
925,Spelets regler,(1939),"Comedy, Drama            ",110 min,8.0,-,"27,279",-,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau."
926,Galakväll på operan,(1935),"Comedy, Music, Musical            ",96 min,7.9,-,"31,157",$2.54M,A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.
927,Hiroshima - min älskade,(1959),"Drama, Romance            ",90 min,7.9,-,"29,402",$0.09M,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.
928,Hämnden,(2010),"Drama, Romance            ",118 min,7.6,65        ,"38,959",$1.01M,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait."
929,G.O.R.A.,(2004),"Adventure, Comedy, Sci-Fi            ",127 min,8.0,-,"58,837",-,A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.
930,Den lilla butiken,(1940),"Comedy, Drama, Romance            ",99 min,8.1,96        ,"29,283",$0.20M,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal."
931,A Wednesday,(2008),"Action, Crime, Drama            ",104 min,8.1,-,"75,289",-,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.
932,Glödhett,(1949),"Action, Crime, Drama            ",114 min,8.1,-,"30,538",-,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.
933,Airlift,(2016),"Drama, History            ",130 min,8.0,-,"54,074",-,"When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen."
934,Waltz with Bashir,(2008),"Animation, Biography, Drama            ",90 min,8.0,91        ,"55,813",$2.28M,An Israeli film director interviews fellow veterans of the 1982 invasion of Lebanon to reconstruct his own memories of his term of service in that conflict.
935,Jungfrukällan,(1960),Drama            ,89 min,8.1,-,"27,393",$1.53M,"An innocent yet pampered young virgin and her family's pregnant and jealous servant set out to deliver candles to church, but only one returns from events that transpire in the woods along the way."
936,Mandarinodlaren,(2013),"Drama, War            ",87 min,8.2,73        ,"42,894",$0.14M,"In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in."
937,Brotherhood of War - Taegukgi,(2004),"Action, Drama, War            ",140 min,8.0,64        ,"38,282",$1.11M,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle."
938,C.R.A.Z.Y.,(2005),"Comedy, Drama            ",129 min,7.9,81        ,"31,730",-,"A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values."
939,Andaz Apna Apna,(1994),"Action, Comedy, Romance            ",160 min,8.1,-,"50,979",-,Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.
940,Central do Brasil,(1998),Drama            ,110 min,8.0,80        ,"37,359",$5.60M,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew."
941,Sanjuro,(1962),"Action, Comedy, Crime            ",96 min,8.1,-,"34,125",-,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent."
942,Udta Punjab,(2016),"Action, Crime, Drama            ",148 min,7.8,-,"28,150",-,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.
943,Förspillda dagar,(1945),"Drama, Film-Noir            ",101 min,7.9,-,"34,380",$9.46M,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
944,Dev.D,(2009),"Drama, Romance            ",144 min,8.0,-,"29,377",$0.01M,"After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?"
945,Det förflutna,(2013),"Drama, Mystery            ",130 min,7.7,85        ,"45,864",$1.33M,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce."
946,Pansarkryssaren Potemkin,(1925),"Drama, History, Thriller            ",75 min,8.0,97        ,"54,317",$0.05M,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre."
947,Sju hertigar,(1949),"Comedy, Crime            ",106 min,8.0,-,"35,177",-,A distant poor relative of the Duke D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.
948,Tropa de Elite 2,(2010),"Action, Crime, Drama            ",115 min,8.0,71        ,"80,269",$0.10M,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups."
949,The Killer,(1989),"Action, Crime, Drama            ",111 min,7.8,82        ,"46,298",-,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
950,Kairos röda ros,(1985),"Comedy, Fantasy, Romance            ",82 min,7.7,75        ,"47,995",$10.63M,"In New Jersey in 1935, a movie character walks off the screen and into the real world."
951,Dilwale Dulhania Le Jayenge,(1995),"Drama, Romance            ",189 min,8.1,-,"65,367",-,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt."
952,Veer-Zaara,(2004),"Drama, Family, Musical            ",192 min,7.8,67        ,"50,268",$2.92M,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever."
953,Once Upon a Time in Anatolia,(2011),"Crime, Drama            ",157 min,7.9,82        ,"43,620",$0.14M,A group of men set out in search of a dead body in the Anatolian steppes.
954,Hana-bi,(1997),"Crime, Drama, Romance            ",103 min,7.8,-,"28,554",$0.23M,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions."
955,Hera Pheri,(2000),"Action, Comedy, Crime            ",156 min,8.2,-,"59,879",-,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?"
956,Mordängeln,(1962),"Drama, Fantasy            ",95 min,8.1,-,"30,547",-,The guests at an upper-class dinner party find themselves unable to leave.
957,Ingenmansland,(I) (2001),"Comedy, Drama, War            ",98 min,7.9,84        ,"45,391",$1.06M,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap."
958,Barfi!,(2012),"Comedy, Drama, Romance            ",151 min,8.1,-,"77,619",$2.80M,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
959,Den röda lyktan,(1991),"Drama, History, Romance            ",125 min,8.1,-,"30,410",$2.60M,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household."
960,Badhaai ho,(2018),"Comedy, Drama            ",124 min,8.0,-,"29,766",-,A man is embarrassed when he finds out his mother is pregnant.
961,"Svart katt, vit katt",(1998),"Comedy, Crime, Romance            ",127 min,8.1,73        ,"51,765",$0.35M,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.
962,Vampire Hunter D: Bloodlust,(2000),"Animation, Action, Fantasy            ",103 min,7.7,62        ,"29,942",$0.15M,"When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back."
963,The Visitor,(I) (2007),Drama            ,104 min,7.6,79        ,"41,906",$9.42M,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.
964,Cell 211,(2009),"Action, Adventure, Crime            ",113 min,7.6,-,"65,000",-,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal."
965,Yeopgijeogin geunyeo,(2001),"Comedy, Drama, Romance            ",137 min,8.0,-,"46,089",-,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
966,Ivans barndom,(1962),"Drama, War            ",95 min,8.1,-,"33,049",-,"During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines."
967,Il postino - postiljonen,(1994),"Biography, Comedy, Drama            ",108 min,7.7,81        ,"34,437",$21.85M,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
968,Farväl min konkubin,(1993),"Drama, Music, Romance            ",171 min,8.1,83        ,"25,903",$5.22M,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.
969,The Secret of Kells,(2009),"Animation, Adventure, Family            ",71 min,7.6,81        ,"33,137",$0.69M,"A young boy in a remote medieval outpost under siege from barbarian raids is beckoned to adventure when a celebrated master illuminator arrives with an ancient book, brimming with secret wisdom and powers."
970,Gosskören,(2004),"Comedy, Drama, Music            ",97 min,7.9,56        ,"58,766",$3.64M,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
971,Jules och Jim,(1962),"Drama, Romance            ",105 min,7.8,97        ,"38,731",-,Decades of a love triangle concerning two friends and an impulsive woman.
972,Haider,(2014),"Action, Crime, Drama            ",160 min,8.1,-,"51,544",$0.90M,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate."
973,'Sleuth' - Spårhunden,(1972),"Mystery, Thriller            ",138 min,8.0,-,"45,458",$4.08M,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results."
974,Babam ve Oglum,(2005),"Drama, Family            ",112 min,8.3,-,"81,497",-,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.
